client,partner,addrnumber,xdfadr,adext,nation,guid,move_addr,date_from,address_guid,addr_valid_from,addr_valid_to,addr_move_date,operation_flag,is_deleted,recordstamp
50,0000000001,23135,,,,,,0001-01-01,42010A80000F1EDCA7D5762A7EA2252B,20220307000000.0,99991231235959.02,,I,False,2022-03-08 06:48:01.729543+00:00
100,0000000001,23135,,,,,,0001-01-01,42010A80000F1EDCA7D5762A7EA2252B,20220307000000.0,99991231235959.02,,I,False,2022-04-21 14:41:45.303580+00:00
800,KER1,733769,,,,,,0001-01-01,,20210504000000.0,99991231235959.02,,I,False,2021-05-04 16:01:22.870935+00:00
800,SNEH201735,733742,,,,,,0001-01-01,,20210414000000.0,99991231235959.02,,I,False,2021-04-14 20:17:49.392091+00:00
800,TOBKINSA,733834,,,,,,0001-01-01,,20220328000000.0,99991231235959.02,,I,False,2022-04-14 05:00:21.635667+00:00
800,AXELROSE,733774,,,,,,0001-01-01,,20210506000000.0,99991231235959.02,,I,False,2021-05-06 14:05:54.568357+00:00
800,VODA,733780,,,,,,0001-01-01,,20210506000000.0,99991231235959.02,,I,False,2021-05-06 15:22:58.908540+00:00
800,SIEMENS,733777,,,,,,0001-01-01,,20210506000000.0,99991231235959.02,,I,False,2021-05-06 14:27:20.883460+00:00
800,JOAN042148,733793,,,,,,0001-01-01,,20210608000000.0,99991231235959.02,,I,False,2021-06-08 04:21:50.060213+00:00
800,JOAN142028,733796,,,,,,0001-01-01,,20210608000000.0,99991231235959.02,,I,False,2021-06-08 14:20:30.452270+00:00
800,JOAN040229,733790,,,,,,0001-01-01,,20210608000000.0,99991231235959.02,,I,False,2021-06-08 04:02:32.532574+00:00
800,ALIS032817,733704,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:28:21.119262+00:00
800,SNEH033544,733710,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:35:45.195495+00:00
800,SNEH033323,733707,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:33:24.081500+00:00
800,SNEH033902,733713,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:39:02.975642+00:00
800,SNEH034810,733716,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:48:11.576903+00:00
800,ALIS035735,733719,,,,,,0001-01-01,,20210412000000.0,99991231235959.02,,I,False,2021-04-12 03:57:36.480059+00:00
800,RIZ,733813,,,,,,0001-01-01,,20210701000000.0,99991231235959.02,,I,False,2021-07-01 21:51:27.537966+00:00
800,SNEH030835,733751,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 03:08:37.301666+00:00
800,SNEH024754,733748,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 02:47:56.644951+00:00
800,SNEH002726,733745,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 00:27:28.756999+00:00
800,SNEH152638,733757,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 15:26:40.152530+00:00
800,SNEH183839,733763,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 18:38:42.314420+00:00
800,SNEH202658,733766,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 20:27:01.524938+00:00
800,SNEH032640,733754,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 03:26:42.643907+00:00
800,SNEH155856,733760,,,,,,0001-01-01,,20210415000000.0,99991231235959.02,,I,False,2021-04-15 15:58:58.335788+00:00
800,JOAN142453,733802,,,,,,0001-01-01,,20210619000000.0,99991231235959.02,,I,False,2021-06-19 14:25:06.104861+00:00
800,LUCIA,733807,,,,,,0001-01-01,,20210623000000.0,99991231235959.02,,I,False,2021-06-23 21:26:45.084009+00:00
800,WOOLIE,733810,,,,,,0001-01-01,,20210623000000.0,99991231235959.02,,I,False,2021-06-23 22:55:40.403728+00:00
800,LUCIA_UNI,733818,,,,,,0001-01-01,,20210805000000.0,99991231235959.02,,I,False,2021-08-05 18:56:45.670304+00:00
800,THD1,733731,,,,,,0001-01-01,,20210413000000.0,99991231235959.02,,I,False,2021-04-13 16:31:41.596840+00:00
800,SNEH013437,733725,,,,,,0001-01-01,,20210413000000.0,99991231235959.02,,I,False,2021-04-13 01:34:38.747964+00:00
800,SNEH015354,733728,,,,,,0001-01-01,,20210413000000.0,99991231235959.02,,I,False,2021-04-13 01:53:56.891112+00:00
800,THD2,733734,,,,,,0001-01-01,,20210413000000.0,99991231235959.02,,I,False,2021-04-13 16:45:54.827795+00:00
800,3000000052,45739,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000161,43694,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000187,43919,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000034,38243,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000061,45770,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000033,38238,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000032,38235,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000069,45786,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000221,45197,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300011,45450,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000031,45695,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000609800,729089,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000018,45621,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000035,38248,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,I1,43056,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000049,45733,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000017,45616,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000255,46061,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000037,38276,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000093,42672,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300001,45363,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000163,43700,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,NBFRESENDE,45984,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKJPMORGUS,45980,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000071,45790,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000083,42643,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000013,45604,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000030,45693,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,9000000002,45812,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000071,40794,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000044,45723,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000051,39105,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,BKDTBANKDE,45975,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000087,42660,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000046,45727,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000086,42659,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000054,45743,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000070,45788,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000015,45610,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000075,45801,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000092,42670,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000011,37175,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000257,46065,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000102,42835,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000211,45121,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000254,46059,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000147,43255,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000012,45602,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000023,45636,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000300030,46638,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000024,45639,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000146,43252,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000053,45741,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000607852,722241,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000072,45793,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000111,43085,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000064,45776,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000003,45576,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000081,42630,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000050,45735,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000001004,45568,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000008,45591,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000201,44508,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000006,45585,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000253,46057,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,3000000009,45594,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,CITIBANK,45827,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
800,0000000212,45123,,,,,,0001-01-01,,10101000000.0,99991231235959.02,,I,False,2021-04-03 07:06:33.767111+00:00
