mandt,spras,prodh,vtext,operation_flag,is_deleted,recordstamp
100,D,1,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,100001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,10000100000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,10000100000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,100002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,10000200000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,10000200000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,10000200000003,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,2,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,200001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000100000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000100000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,200002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000200000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000200000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,200003,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000300000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,D,20000300000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,1,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,100001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,10000100000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,10000100000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,100002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,10000200000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,10000200000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,10000200000003,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,2,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,200001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000100000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000100000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,200002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000200000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000200000002,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,200003,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000300000001,,D,True,2022-04-21 15:06:07.299830+00:00
100,E,20000300000002,,D,True,2022-04-21 15:06:07.299830+00:00
200,E,4000400040004000,Home Services,I,False,2021-04-15 22:50:37+00:00
200,E,5000500050002000,Prepared Meals,I,False,2021-04-15 22:50:37+00:00
200,E,5000500050007000,Ice Creams,I,False,2021-04-15 22:50:37+00:00
200,E,6000600060003000,Alcoholic Beverages,I,False,2021-04-15 22:50:37+00:00
200,E,8000800080004000,Hardware,I,False,2021-04-15 22:50:37+00:00
200,E,9000900090008000,Personal care,I,False,2021-04-15 22:50:37+00:00
200,E,9000900090009000,COVID care,I,False,2021-04-15 22:50:37+00:00
200,E,4000,Services,I,False,2021-04-16 05:11:42+00:00
200,E,5000,Prepared Goods,I,False,2021-04-16 05:11:42+00:00
200,E,6000,Drinks,I,False,2021-04-16 05:11:42+00:00
200,E,7000,Produce,I,False,2021-04-16 05:11:42+00:00
200,E,8000,Cleaning Supplies,I,False,2021-04-16 05:11:42+00:00
200,E,9000,Personal Hygiene,I,False,2021-04-16 05:11:42+00:00
200,E,5000500050005000,Cakes,I,False,2021-04-16 05:11:42+00:00
200,E,5000500050006000,Desserts,I,False,2021-04-16 05:11:42+00:00
200,E,6000600060001000,Tea,I,False,2021-04-16 05:11:42+00:00
200,E,6000600060004000,Beer,I,False,2021-04-16 05:11:42+00:00
200,E,6000600060005000,Coffee,I,False,2021-04-16 05:11:42+00:00
200,E,6000600060006000,Wine,I,False,2021-04-16 05:11:42+00:00
200,E,7000700070001000,Fruit,I,False,2021-04-16 05:11:42+00:00
200,E,7000700070002000,Vegetables,I,False,2021-04-16 05:11:42+00:00
200,E,8000800080001000,Toilet Paper,I,False,2021-04-16 05:11:42+00:00
200,E,8000800080002000,Paper Goods,I,False,2021-04-16 05:11:42+00:00
200,E,8000800080003000,Cleaners,I,False,2021-04-16 05:11:42+00:00
800,1,5000,糖果 dsim,I,False,2021-04-15 22:50:37.438694+00:00
800,S,5000,Dulces DSIM,I,False,2021-04-15 22:50:37.438694+00:00
800,D,5000,DSIM Süßigkeiten,I,False,2021-04-15 22:50:37.438694+00:00
800,F,5000,Dsim Bonbons,I,False,2021-04-15 22:50:37.438694+00:00
800,E,5000,DSIM Sweets,I,False,2021-04-15 22:50:37.438694+00:00
800,2,1,เครื่องมือ,I,False,2021-04-15 22:50:37.438694+00:00
800,O,1,Verktøy,I,False,2021-04-15 22:50:37.438694+00:00
800,F,1,Outils,I,False,2021-04-15 22:50:37.438694+00:00
800,H,1,Munkaeszközök,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,1,Tools,I,False,2021-04-15 22:50:37.438694+00:00
800,M,1,工具,I,False,2021-04-15 22:50:37.438694+00:00
800,V,1,Verktyg,I,False,2021-04-15 22:50:37.438694+00:00
800,A,1,أدوات,I,False,2021-04-15 22:50:37.438694+00:00
800,D,1,Werkzeuge,I,False,2021-04-15 22:50:37.438694+00:00
800,I,1,Tools,I,False,2021-04-15 22:50:37.438694+00:00
800,T,1,Araçlar,I,False,2021-04-15 22:50:37.438694+00:00
800,P,1,Ferramentas,I,False,2021-04-15 22:50:37.438694+00:00
800,Q,1,Nástroje,I,False,2021-04-15 22:50:37.438694+00:00
800,K,1,Værktøjer,I,False,2021-04-15 22:50:37.438694+00:00
800,1,1,工具,I,False,2021-04-15 22:50:37.438694+00:00
800,E,1,Tools,I,False,2021-04-15 22:50:37.438694+00:00
800,S,1,Herramientas,I,False,2021-04-15 22:50:37.438694+00:00
800,4,1,Instrumente,I,False,2021-04-15 22:50:37.438694+00:00
800,d,1,Alati,I,False,2021-04-15 22:50:37.438694+00:00
800,B,1,כלים,I,False,2021-04-15 22:50:37.438694+00:00
800,C,1,Nástroje,I,False,2021-04-15 22:50:37.438694+00:00
800,L,1,Narzędzia,I,False,2021-04-15 22:50:37.438694+00:00
800,G,1,Εργαλεία,I,False,2021-04-15 22:50:37.438694+00:00
800,W,1,Инструменти,I,False,2021-04-15 22:50:37.438694+00:00
800,6,1,Alati,I,False,2021-04-15 22:50:37.438694+00:00
800,J,1,ツール,I,False,2021-04-15 22:50:37.438694+00:00
800,U,1,Työkalut,I,False,2021-04-15 22:50:37.438694+00:00
800,3,1,도구,I,False,2021-04-15 22:50:37.438694+00:00
800,5,1,Orodja,I,False,2021-04-15 22:50:37.438694+00:00
800,R,1,Инструменты,I,False,2021-04-15 22:50:37.438694+00:00
800,N,1,Gereedschap,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,2,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,1,2,饮料,I,False,2021-04-15 22:50:37.438694+00:00
800,2,2,เครื่องดื่ม,I,False,2021-04-15 22:50:37.438694+00:00
800,I,2,Bevande,I,False,2021-04-15 22:50:37.438694+00:00
800,F,2,Boissons,I,False,2021-04-15 22:50:37.438694+00:00
800,T,2,İçecekler,I,False,2021-04-15 22:50:37.438694+00:00
800,K,2,Drikkevarer,I,False,2021-04-15 22:50:37.438694+00:00
800,A,2,مرطبات,I,False,2021-04-15 22:50:37.438694+00:00
800,H,2,Italok,I,False,2021-04-15 22:50:37.438694+00:00
800,C,2,Nápoje,I,False,2021-04-15 22:50:37.438694+00:00
800,M,2,飲料,I,False,2021-04-15 22:50:37.438694+00:00
800,S,2,Bebidas,I,False,2021-04-15 22:50:37.438694+00:00
800,4,2,Băuturi,I,False,2021-04-15 22:50:37.438694+00:00
800,O,2,Drikkevarer,I,False,2021-04-15 22:50:37.438694+00:00
800,3,2,음료,I,False,2021-04-15 22:50:37.438694+00:00
800,L,2,Napoje,I,False,2021-04-15 22:50:37.438694+00:00
800,P,2,Bebidas,I,False,2021-04-15 22:50:37.438694+00:00
800,G,2,Ποτά,I,False,2021-04-15 22:50:37.438694+00:00
800,V,2,Drycker,I,False,2021-04-15 22:50:37.438694+00:00
800,R,2,Напитки,I,False,2021-04-15 22:50:37.438694+00:00
800,d,2,Pića,I,False,2021-04-15 22:50:37.438694+00:00
800,6,2,Pića,I,False,2021-04-15 22:50:37.438694+00:00
800,N,2,Dranken,I,False,2021-04-15 22:50:37.438694+00:00
800,U,2,Juomat,I,False,2021-04-15 22:50:37.438694+00:00
800,W,2,Напитки,I,False,2021-04-15 22:50:37.438694+00:00
800,J,2,清涼飲料,I,False,2021-04-15 22:50:37.438694+00:00
800,Q,2,Nápoje,I,False,2021-04-15 22:50:37.438694+00:00
800,B,2,משקאות,I,False,2021-04-15 22:50:37.438694+00:00
800,E,2,Drinks,I,False,2021-04-15 22:50:37.438694+00:00
800,D,2,Getränke,I,False,2021-04-15 22:50:37.438694+00:00
800,5,2,Pijača,I,False,2021-04-15 22:50:37.438694+00:00
800,1,100,机器,I,False,2021-04-15 22:50:37.438694+00:00
800,5,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,G,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,D,100,Maschinen,I,False,2021-04-15 22:50:37.438694+00:00
800,4,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,S,100,Maquinaria,I,False,2021-04-15 22:50:37.438694+00:00
800,R,100,Машины,I,False,2021-04-15 22:50:37.438694+00:00
800,F,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,6,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,3,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,E,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,d,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,W,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,J,100,機械及び装置,I,False,2021-04-15 22:50:37.438694+00:00
800,P,100,Máquinas,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,100,Machines,I,False,2021-04-15 22:50:37.438694+00:00
800,E,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,1,105,交通工具,I,False,2021-04-15 22:50:37.438694+00:00
800,J,105,車両,I,False,2021-04-15 22:50:37.438694+00:00
800,D,105,Fahrzeuge,I,False,2021-04-15 22:50:37.438694+00:00
800,d,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,P,105,Veículos,I,False,2021-04-15 22:50:37.438694+00:00
800,4,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,R,105,Транспортные средства,I,False,2021-04-15 22:50:37.438694+00:00
800,5,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,W,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,F,105,Véhicules,I,False,2021-04-15 22:50:37.438694+00:00
800,3,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,6,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,Z,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,G,105,Vehicles,I,False,2021-04-15 22:50:37.438694+00:00
800,S,105,Vehículos,I,False,2021-04-15 22:50:37.438694+00:00
800,S,110,Pinturas,I,False,2021-04-15 22:50:37.438694+00:00
800,E,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,1,110,绘制,I,False,2021-04-15 22:50:37.438694+00:00
800,d,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,G,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,5,110,Paints,I,False,2021-04-15 22:50:37.438694+00:00
800,R,110,Краски,I,False,2021-04-15 22:50:37.438694+00:00
